API_SP.URB.TOTL.IN.ZS_DS2_en_csv_v2_129596
Tonga,TON,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.125,23.16
South Asia (IDA & IBRD),TSA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.7853207636492,36.3076855606528
Sub-Saharan Africa (IDA & IBRD countries),TSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.4493969365686,42.9881232794007
Trinidad and Tobago,TTO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.34,53.439
Tunisia,TUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.214,70.544
Turkiye,TUR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.022,77.463
Tuvalu,TUV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.527,66.241
Tanzania,TZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.682,37.409
Uganda,UGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.159,26.771
Ukraine,UKR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.919,70.095
Upper middle income,UMC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.9126119225171,68.6394470063492
Uruguay,URY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.688,95.771
United States,USA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.084,83.298
Uzbekistan,UZB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.466,50.532
St. Vincent and the Grenadines,VCT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.875,54.299
"Venezuela, RB",VEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.378,88.438
British Virgin Islands,VGB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.331,49.748
Virgin Islands (U.S.),VIR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,96.136,96.227
Viet Nam,VNM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.766,39.48
Vanuatu,VUT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,25.816,25.976
World,WLD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.815715402616,57.2603934495146
Samoa,WSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.616,17.508
Kosovo,XKX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,,
"Yemen, Rep.",YEM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.188,39.831
South Africa,ZAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.335,68.819
Zambia,ZMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.761,46.335
Zimbabwe,ZWE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.395,32.517
